order_id,customer_id,amount_cents,status,created_at
325,C490,9151,pending,2024-04-26
326,C448,2249,cancelled,2024-04-16
327,C241,9666,cancelled,2024-04-26
328,C841,8587,cancelled,2024-04-23
329,C743,4044,delivered,2024-04-20
330,C178,2878,delivered,2024-04-19
331,C829,1059,pending,2024-04-23
332,C397,2525,pending,2024-04-14
333,C584,7794,delivered,2024-04-11
334,C835,8551,cancelled,2024-04-03
335,C661,1558,pending,2024-04-26
336,C692,5495,delivered,2024-04-19
337,C899,6961,delivered,2024-04-12
338,C470,7319,cancelled,2024-04-26
339,C863,4496,delivered,2024-04-14
340,C161,7321,pending,2024-04-27
341,C177,7185,delivered,2024-04-22
342,C745,2989,cancelled,2024-04-01
343,C281,1711,delivered,2024-04-05
344,C953,5754,pending,2024-04-09
345,C805,5635,pending,2024-04-20
346,C154,7761,cancelled,2024-04-21
347,C229,3272,cancelled,2024-04-15
348,C913,9708,cancelled,2024-04-12
349,C178,1881,cancelled,2024-04-19
350,C870,8280,cancelled,2024-04-12
351,C380,1265,cancelled,2024-04-22
352,C525,6256,cancelled,2024-04-05
353,C205,6957,delivered,2024-04-26
354,C162,2300,delivered,2024-04-14
355,C134,2474,cancelled,2024-04-17
356,C694,9208,delivered,2024-04-15
357,C547,9151,pending,2024-04-10
358,C963,7663,pending,2024-04-17
359,C817,5511,pending,2024-04-17
360,C264,8354,cancelled,2024-04-21
361,C630,6863,delivered,2024-04-22
362,C088,7756,cancelled,2024-04-21
363,C485,9875,pending,2024-04-30
364,C148,3617,delivered,2024-04-09
365,C777,2726,delivered,2024-04-23
366,C682,7212,cancelled,2024-04-26
367,C548,6176,cancelled,2024-04-01
368,C475,776,pending,2024-04-27
369,C315,6054,delivered,2024-04-25
370,C781,6383,cancelled,2024-04-08
371,C989,9466,pending,2024-04-07
372,C479,8173,delivered,2024-04-15
373,C405,3579,delivered,2024-04-08
374,C427,3269,cancelled,2024-04-25
375,C569,2602,pending,2024-04-18
376,C767,9195,cancelled,2024-04-17
377,C129,5369,pending,2024-04-04
378,C167,2438,pending,2024-04-06
379,C303,9834,delivered,2024-04-08
380,C827,7513,pending,2024-04-11
381,C850,2658,delivered,2024-04-17
382,C467,8609,cancelled,2024-04-07
383,C454,1198,pending,2024-04-09
384,C456,2345,cancelled,2024-04-15
385,C872,7080,cancelled,2024-04-28
386,C720,2713,pending,2024-04-02
387,C594,3144,pending,2024-04-29
388,C179,1335,cancelled,2024-04-17
389,C245,6800,cancelled,2024-04-22
390,C893,5079,pending,2024-04-08
391,C571,2570,delivered,2024-04-18
392,C272,8202,cancelled,2024-04-07
393,C467,1312,delivered,2024-04-25
394,C871,2343,cancelled,2024-04-04
395,C531,8191,delivered,2024-04-06
396,C016,5481,pending,2024-04-20
397,C802,5924,pending,2024-04-05
398,C653,5288,cancelled,2024-04-23
399,C206,7168,cancelled,2024-04-25
400,C136,813,cancelled,2024-04-06
401,C220,4624,pending,2024-04-13
402,C863,5348,pending,2024-04-12
403,C328,7122,pending,2024-04-20
404,C966,6344,delivered,2024-04-30
405,C328,9035,pending,2024-04-18
406,C600,1970,cancelled,2024-04-10
407,C261,4316,delivered,2024-04-08
408,C699,1527,pending,2024-04-19
409,C316,753,cancelled,2024-04-28
410,C272,9062,delivered,2024-04-16
411,C945,8266,cancelled,2024-04-11
412,C148,9885,cancelled,2024-04-14
413,C984,1064,delivered,2024-04-09
414,C888,3552,pending,2024-04-18
415,C860,6815,delivered,2024-04-22
416,C990,6307,delivered,2024-04-04
417,C592,3517,pending,2024-04-14
418,C860,7139,delivered,2024-04-17
419,C160,4601,delivered,2024-04-23
420,C647,3429,cancelled,2024-04-06
421,C665,9844,delivered,2024-04-03
422,C786,605,delivered,2024-04-11
423,C717,3526,cancelled,2024-04-01
424,C920,4908,delivered,2024-04-02
425,C233,6273,pending,2024-04-24
426,C720,3657,pending,2024-04-20
427,C415,2028,delivered,2024-04-11
428,C141,4372,cancelled,2024-04-18
429,C854,6121,cancelled,2024-04-26
430,C248,831,pending,2024-04-13
431,C974,8260,pending,2024-04-22
432,C107,2286,delivered,2024-04-19
433,C745,6959,pending,2024-04-10
434,C226,3025,cancelled,2024-04-09
435,C258,1550,cancelled,2024-04-16
436,C678,2589,cancelled,2024-04-16
437,C649,5483,delivered,2024-04-01
438,C745,2471,delivered,2024-04-29
439,C514,9052,delivered,2024-04-05
440,C164,6102,pending,2024-04-07
441,C794,7342,cancelled,2024-04-26
442,C876,4673,cancelled,2024-04-18
443,C335,7751,pending,2024-04-06
444,C607,8251,pending,2024-04-30
445,C471,3900,delivered,2024-04-28
446,C196,7958,pending,2024-04-01
447,C506,2255,cancelled,2024-04-20
448,C492,1613,pending,2024-04-18
449,C815,7739,cancelled,2024-04-13
450,C874,1589,pending,2024-04-22
451,C422,9636,delivered,2024-04-25
452,C600,6334,delivered,2024-04-30
453,C189,2126,delivered,2024-04-14
454,C979,3341,delivered,2024-04-13
455,C227,3804,cancelled,2024-04-02
456,C008,7419,delivered,2024-04-20
457,C1000,4383,cancelled,2024-04-07
458,C983,3535,pending,2024-04-05
459,C925,9843,cancelled,2024-04-23
460,C200,9416,pending,2024-04-10
461,C045,1390,cancelled,2024-04-04
462,C250,1507,cancelled,2024-04-16
463,C970,4789,delivered,2024-04-15
464,C989,920,pending,2024-04-16
465,C854,2842,pending,2024-04-30
466,C447,6442,delivered,2024-04-08
467,C242,7750,delivered,2024-04-09
468,C317,5862,cancelled,2024-04-02
469,C776,6344,delivered,2024-04-11
470,C848,9457,cancelled,2024-04-12
471,C668,7457,cancelled,2024-04-03
472,C888,7771,delivered,2024-04-10
473,C214,8794,cancelled,2024-04-29
474,C573,6041,pending,2024-04-30
475,C354,9271,cancelled,2024-04-20
476,C487,9196,delivered,2024-04-23
477,C493,9278,pending,2024-04-16
478,C964,1198,cancelled,2024-04-27
479,C104,4509,pending,2024-04-17
480,C514,1252,delivered,2024-04-21
481,C781,3680,pending,2024-04-27
482,C015,4768,pending,2024-04-08
483,C059,1097,cancelled,2024-04-25
484,C458,7103,delivered,2024-04-15
485,C372,6939,delivered,2024-04-13
486,C318,967,pending,2024-04-28
487,C810,8151,delivered,2024-04-20
488,C417,9559,pending,2024-04-16
489,C130,5851,cancelled,2024-04-11
490,C057,1812,cancelled,2024-04-10
491,C731,5849,delivered,2024-04-10
492,C057,7654,delivered,2024-04-30
493,C445,3493,pending,2024-04-06
494,C076,9531,pending,2024-04-24
495,C206,8172,pending,2024-04-20
496,C029,3875,cancelled,2024-04-12
497,C713,3868,delivered,2024-04-14
498,C934,1634,cancelled,2024-04-27
499,C631,4753,pending,2024-04-25
500,C475,3338,cancelled,2024-04-08
501,C069,2768,pending,2024-04-14
502,C602,2346,delivered,2024-04-17
503,C204,9864,delivered,2024-04-14
504,C427,5856,delivered,2024-04-23
505,C617,4955,delivered,2024-04-23
506,C053,7915,cancelled,2024-04-08
507,C472,6977,pending,2024-04-14
508,C025,1930,pending,2024-04-06
509,C809,7333,cancelled,2024-04-11
510,C771,4559,delivered,2024-04-21
511,C065,1763,pending,2024-04-05
512,C078,1198,delivered,2024-04-19
513,C812,2371,delivered,2024-04-25
514,C213,2286,cancelled,2024-04-07
515,C310,5050,pending,2024-04-02
516,C131,7701,delivered,2024-04-19
517,C185,8283,pending,2024-04-15
518,C502,6444,delivered,2024-04-04
519,C348,6690,pending,2024-04-12
520,C907,5183,pending,2024-04-27
521,C334,6881,cancelled,2024-04-25
522,C947,1122,cancelled,2024-04-06
523,C702,1667,pending,2024-04-14
524,C229,5672,delivered,2024-04-27
525,C708,9373,cancelled,2024-04-22
526,C305,3836,delivered,2024-04-02
527,C753,6295,pending,2024-04-02
528,C793,2265,pending,2024-04-05
529,C591,7523,delivered,2024-04-11
530,C244,2110,pending,2024-04-17
531,C450,2829,delivered,2024-04-22
532,C897,5677,pending,2024-04-06
533,C840,1898,cancelled,2024-04-03
534,C494,8256,pending,2024-04-28
535,C797,6994,pending,2024-04-23
536,C625,2628,pending,2024-04-07
537,C268,855,pending,2024-04-26
538,C651,5758,delivered,2024-04-27
539,C694,2068,cancelled,2024-04-27
540,C332,3840,pending,2024-04-08
541,C845,8715,delivered,2024-04-27
542,C180,7778,delivered,2024-04-27
543,C162,7598,delivered,2024-04-13
544,C175,9823,delivered,2024-04-10
545,C439,7519,delivered,2024-04-03
546,C617,991,delivered,2024-04-11
547,C179,4418,pending,2024-04-19
548,C849,1006,pending,2024-04-04
549,C926,9937,cancelled,2024-04-12
550,C922,5094,cancelled,2024-04-14
551,C232,8896,pending,2024-04-03
552,C224,8910,pending,2024-04-09
553,C680,8869,delivered,2024-04-18
554,C978,6097,pending,2024-04-16
555,C047,6510,pending,2024-04-26
556,C812,4777,pending,2024-04-18
557,C794,2189,delivered,2024-04-21
558,C787,7872,delivered,2024-04-17
559,C587,7745,cancelled,2024-04-29
560,C212,3895,cancelled,2024-04-06
561,C335,7314,cancelled,2024-04-21
562,C052,2160,delivered,2024-04-10
563,C885,4015,pending,2024-04-08
564,C576,1419,cancelled,2024-04-09
565,C610,9530,pending,2024-04-25
566,C200,2424,pending,2024-04-29
567,C264,8343,pending,2024-04-02
568,C179,6965,cancelled,2024-04-08
569,C533,7026,pending,2024-04-22
570,C454,8041,pending,2024-04-13
571,C726,7513,pending,2024-04-20
572,C697,7041,delivered,2024-04-12
573,C091,5255,cancelled,2024-04-22
574,C093,2550,pending,2024-04-12
575,C012,4141,pending,2024-04-18
576,C122,8322,cancelled,2024-04-02
577,C472,8139,delivered,2024-04-21
578,C715,3472,delivered,2024-04-23
579,C107,1092,pending,2024-04-02
580,C976,3021,cancelled,2024-04-23
581,C083,1720,cancelled,2024-04-14
582,C124,1133,cancelled,2024-04-28
583,C783,2805,delivered,2024-04-05
584,C881,3160,delivered,2024-04-29
585,C073,8037,cancelled,2024-04-26
586,C684,5805,pending,2024-04-13
587,C865,636,delivered,2024-04-02
588,C618,1632,pending,2024-04-20
589,C960,3705,delivered,2024-04-29
590,C229,6798,cancelled,2024-04-23
591,C427,6446,cancelled,2024-04-07
592,C889,775,pending,2024-04-21
593,C660,2615,pending,2024-04-20
594,C762,2049,delivered,2024-04-09
595,C326,1688,delivered,2024-04-26
596,C640,6007,delivered,2024-04-09
597,C378,5607,cancelled,2024-04-05
598,C287,2015,cancelled,2024-04-24
599,C110,2050,cancelled,2024-04-09
600,C967,8765,pending,2024-04-13
601,C116,3561,cancelled,2024-04-25
602,C499,2581,cancelled,2024-04-07
603,C628,5725,cancelled,2024-04-18
604,C725,3480,delivered,2024-04-25
605,C172,561,delivered,2024-04-20
606,C376,4325,delivered,2024-04-21
607,C920,2609,delivered,2024-04-20
608,C359,7483,cancelled,2024-04-01
609,C860,3531,pending,2024-04-10
610,C370,3233,delivered,2024-04-01
611,C753,5069,cancelled,2024-04-03
612,C116,7721,delivered,2024-04-14
613,C146,7380,cancelled,2024-04-01
614,C517,4084,delivered,2024-04-08
615,C288,4635,pending,2024-04-02
616,C159,3114,cancelled,2024-04-21
617,C548,2018,pending,2024-04-15
618,C702,4193,delivered,2024-04-10
619,C531,1283,pending,2024-04-12
620,C199,2909,cancelled,2024-04-20
621,C574,5672,pending,2024-04-11
622,C575,9700,cancelled,2024-04-09
623,C772,3976,pending,2024-04-25
624,C056,2741,delivered,2024-04-08
625,C728,5940,cancelled,2024-04-03
626,C938,6672,delivered,2024-04-15
627,C523,8611,delivered,2024-04-14
628,C033,9789,pending,2024-04-12
629,C367,9254,pending,2024-04-20
630,C157,9813,delivered,2024-04-04
631,C747,742,pending,2024-04-06
632,C488,3026,delivered,2024-04-18
633,C208,8726,cancelled,2024-04-18
634,C433,4653,cancelled,2024-04-19
635,C733,9110,pending,2024-04-23
636,C704,2682,pending,2024-04-19
637,C207,9080,delivered,2024-04-08
638,C798,8840,pending,2024-04-16
639,C521,1200,cancelled,2024-04-25
640,C314,5454,cancelled,2024-04-04
641,C751,6422,pending,2024-04-02
642,C277,8687,pending,2024-04-23
643,C891,6902,delivered,2024-04-29
644,C405,1425,delivered,2024-04-15
645,C872,3027,delivered,2024-04-01
646,C584,860,delivered,2024-04-02
647,C663,3751,delivered,2024-04-24
648,C530,2810,cancelled,2024-04-03
649,C264,3132,cancelled,2024-04-26
650,C835,9505,cancelled,2024-04-08
651,C395,3435,pending,2024-04-16
652,C738,8212,pending,2024-04-22
653,C318,2500,cancelled,2024-04-17
654,C281,3837,pending,2024-04-09
655,C963,2438,cancelled,2024-04-01
656,C244,9865,pending,2024-04-17
657,C149,9283,delivered,2024-04-16
658,C636,5226,cancelled,2024-04-16
659,C908,6272,pending,2024-04-15
660,C814,4305,delivered,2024-04-20
661,C654,1534,pending,2024-04-16
662,C578,770,cancelled,2024-04-16
663,C332,5751,pending,2024-04-08
664,C211,825,pending,2024-04-24
665,C759,6068,pending,2024-04-11
666,C682,2522,cancelled,2024-04-11
667,C345,2000,delivered,2024-04-03
668,C860,2928,pending,2024-04-07
669,C091,8876,cancelled,2024-04-28
670,C135,5294,cancelled,2024-04-23
671,C731,6690,pending,2024-04-27
672,C196,543,delivered,2024-04-13
673,C603,6545,delivered,2024-04-20
674,C762,1281,delivered,2024-04-18
675,C288,3155,delivered,2024-04-06
676,C683,581,cancelled,2024-04-11
677,C506,3670,pending,2024-04-01
678,C522,2782,cancelled,2024-04-27
679,C895,1370,delivered,2024-04-07
680,C215,6158,cancelled,2024-04-15
681,C328,5388,cancelled,2024-04-25
682,C153,1565,cancelled,2024-04-04
683,C541,7350,delivered,2024-04-23
684,C376,1173,cancelled,2024-04-02
685,C221,2829,cancelled,2024-04-27
686,C647,5953,cancelled,2024-04-08
687,C935,3452,cancelled,2024-04-11
688,C228,5568,cancelled,2024-04-06
689,C034,8838,pending,2024-04-15
690,C666,2433,pending,2024-04-05
691,C893,9746,cancelled,2024-04-29
692,C888,8681,cancelled,2024-04-03
693,C834,6907,cancelled,2024-04-24
694,C428,8853,pending,2024-04-01
695,C010,6084,pending,2024-04-20
696,C026,1915,pending,2024-04-21
697,C483,4108,pending,2024-04-02
698,C087,1563,cancelled,2024-04-15
699,C288,4706,delivered,2024-04-29
700,C832,8961,delivered,2024-04-26
701,C898,7260,cancelled,2024-04-22
702,C217,6053,cancelled,2024-04-22
703,C791,4718,pending,2024-04-26
704,C510,1370,delivered,2024-04-27
705,C107,6245,delivered,2024-04-03
706,C598,9583,cancelled,2024-04-18
707,C569,8617,delivered,2024-04-30
708,C530,8758,pending,2024-04-17
709,C005,3775,cancelled,2024-04-19
710,C691,7265,pending,2024-04-11
711,C559,6489,delivered,2024-04-24
712,C219,636,delivered,2024-04-02
713,C724,9571,pending,2024-04-15
714,C503,6658,pending,2024-04-28
715,C902,4615,pending,2024-04-02
716,C010,8742,pending,2024-04-28
717,C045,9587,delivered,2024-04-22
718,C579,9958,delivered,2024-04-29
719,C681,5229,cancelled,2024-04-28
720,C144,5666,delivered,2024-04-29
721,C506,3834,delivered,2024-04-09
722,C629,5717,delivered,2024-04-20
723,C580,5563,cancelled,2024-04-04
724,C016,5491,delivered,2024-04-14
725,C007,9167,delivered,2024-04-25
726,C841,5349,pending,2024-04-03
727,C325,4415,cancelled,2024-04-19
728,C316,4292,pending,2024-04-22
729,C488,7134,delivered,2024-04-25
730,C956,894,pending,2024-04-01
731,C008,9748,cancelled,2024-04-14
732,C477,6362,cancelled,2024-04-13
733,C553,6552,delivered,2024-04-01
734,C351,5907,delivered,2024-04-20
735,C472,6937,pending,2024-04-22
